"interaction_id","conversation_id","lead_id","campaign_id","timestamp","channel","event_type","agent_id","variant_id","outcome","metadata_json"
"INT00012687","C0001574","L0001574","CMP0018","2025-08-28T21:23:35","Call","sms_reply","EN-017","VAR00024","negative","{""duration_sec"": 886, ""utm"": {""source"": ""LinkedIn"", ""campaign"": ""CMP0018""}}"
"INT00012688","C0001574","L0001574","CMP0018","2025-08-28T23:01:43","Call","sms_sent","EN-001","VAR00036","callback_requested","{""duration_sec"": 493, ""utm"": {""source"": ""LinkedIn"", ""campaign"": ""CMP0018""}}"
"INT00012689","C0001575","L0001575","CMP0019","2025-05-31T18:39:35","Social","call_answered","EN-003","VAR00104","negative","{""duration_sec"": 723, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012690","C0001575","L0001575","CMP0019","2025-08-25T16:46:26","Social","email_click","EN-020","VAR00094","none","{""duration_sec"": 277, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012691","C0001575","L0001575","CMP0019","2025-08-27T20:31:40","Call","site_visit","EN-010","VAR00085","positive","{""duration_sec"": 865, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012692","C0001575","L0001575","CMP0019","2025-08-28T12:33:20","Social","sms_sent","EN-005","VAR00101","none","{""duration_sec"": 674, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012693","C0001575","L0001575","CMP0019","2025-08-28T17:18:32","Ads","email_sent","EN-002","VAR00106","unsubscribe","{""duration_sec"": 657, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012694","C0001575","L0001575","CMP0019","2025-08-28T18:33:51","Web","sms_reply","EN-002","VAR00009","unsubscribe","{""duration_sec"": 890, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012695","C0001575","L0001575","CMP0019","2025-08-28T19:20:40","Social","call_made","EN-011","VAR00052","callback_requested","{""duration_sec"": 688, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012696","C0001575","L0001575","CMP0019","2025-08-28T20:31:04","Email","site_visit","EN-020","VAR00063","positive","{""duration_sec"": 492, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012697","C0001575","L0001575","CMP0019","2025-08-28T23:38:16","Call","call_answered","EN-015","VAR00094","negative","{""duration_sec"": 401, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0019""}}"
"INT00012698","C0001576","L0001576","CMP0011","2025-06-18T13:46:35","Ads","call_answered","EN-012","VAR00080","none","{""duration_sec"": 79, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012699","C0001576","L0001576","CMP0011","2025-08-20T01:12:16","Social","sms_sent","EN-009","VAR00091","positive","{""duration_sec"": 660, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012700","C0001576","L0001576","CMP0011","2025-08-21T08:39:18","Email","email_sent","EN-015","VAR00068","positive","{""duration_sec"": 78, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012701","C0001576","L0001576","CMP0011","2025-08-26T06:47:31","Social","sms_reply","EN-011","VAR00086","none","{""duration_sec"": 825, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012702","C0001576","L0001576","CMP0011","2025-08-28T04:04:24","Social","email_click","EN-017","VAR00109","callback_requested","{""duration_sec"": 619, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012703","C0001576","L0001576","CMP0011","2025-08-28T06:50:24","Social","email_open","EN-016","VAR00095","none","{""duration_sec"": 614, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012704","C0001576","L0001576","CMP0011","2025-08-28T21:37:04","Web","call_answered","EN-017","VAR00011","none","{""duration_sec"": 261, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012705","C0001576","L0001576","CMP0011","2025-08-28T22:42:38","Email","call_made","EN-008","VAR00046","unsubscribe","{""duration_sec"": 45, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012706","C0001576","L0001576","CMP0011","2025-08-28T22:55:44","Call","site_visit","EN-014","VAR00009","none","{""duration_sec"": 805, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012707","C0001576","L0001576","CMP0011","2025-08-28T23:29:46","Social","email_open","EN-018","VAR00097","none","{""duration_sec"": 874, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012708","C0001576","L0001576","CMP0011","2025-08-28T23:45:00","Call","call_made","EN-007","VAR00045","unsubscribe","{""duration_sec"": 279, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0011""}}"
"INT00012709","C0001577","L0001577","CMP0029","2025-07-17T02:04:02","Call","call_answered","EN-007","VAR00025","unsubscribe","{""duration_sec"": 204, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012710","C0001577","L0001577","CMP0029","2025-08-27T06:02:18","Web","site_visit","EN-010","VAR00092","none","{""duration_sec"": 633, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012711","C0001577","L0001577","CMP0029","2025-08-28T14:07:17","Web","social_comment","EN-004","VAR00028","positive","{""duration_sec"": 219, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012712","C0001577","L0001577","CMP0029","2025-08-28T14:27:25","Call","call_made","EN-001","VAR00069","unsubscribe","{""duration_sec"": 243, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012713","C0001577","L0001577","CMP0029","2025-08-28T17:35:49","Email","call_answered","EN-002","VAR00062","negative","{""duration_sec"": 248, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012714","C0001577","L0001577","CMP0029","2025-08-28T17:53:36","Email","social_comment","EN-004","VAR00059","unsubscribe","{""duration_sec"": 726, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012715","C0001577","L0001577","CMP0029","2025-08-28T22:53:56","Social","reply","EN-002","VAR00045","none","{""duration_sec"": 464, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012716","C0001577","L0001577","CMP0029","2025-08-28T23:33:46","Social","email_sent","EN-017","VAR00018","negative","{""duration_sec"": 217, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012717","C0001577","L0001577","CMP0029","2025-08-28T23:58:29","Web","call_made","EN-008","VAR00073","unsubscribe","{""duration_sec"": 615, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012718","C0001577","L0001577","CMP0029","2025-08-28T23:59:45","SMS","reply","EN-013","VAR00001","negative","{""duration_sec"": 482, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012719","C0001577","L0001577","CMP0029","2025-08-28T23:59:58","Social","call_answered","EN-011","VAR00014","positive","{""duration_sec"": 8, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012720","C0001577","L0001577","CMP0029","2025-08-29T00:00:00","SMS","email_sent","EN-013","VAR00100","none","{""duration_sec"": 563, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012721","C0001577","L0001577","CMP0029","2025-08-29T00:00:00","Ads","reply","EN-014","VAR00046","positive","{""duration_sec"": 192, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012722","C0001577","L0001577","CMP0029","2025-08-29T00:00:00","Call","sms_reply","EN-017","VAR00030","negative","{""duration_sec"": 450, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012723","C0001578","L0001578","CMP0029","2025-06-21T07:06:12","Ads","reply","EN-011","VAR00054","callback_requested","{""duration_sec"": 122, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012724","C0001578","L0001578","CMP0029","2025-08-11T06:54:00","Call","social_comment","EN-005","VAR00077","none","{""duration_sec"": 310, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012725","C0001578","L0001578","CMP0029","2025-08-28T22:36:41","Ads","sms_sent","EN-014","VAR00004","positive","{""duration_sec"": 259, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012726","C0001578","L0001578","CMP0029","2025-08-28T23:50:50","SMS","email_open","EN-016","VAR00017","none","{""duration_sec"": 135, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012727","C0001578","L0001578","CMP0029","2025-08-28T23:54:01","Social","reply","EN-015","VAR00009","negative","{""duration_sec"": 811, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012728","C0001578","L0001578","CMP0029","2025-08-28T23:57:50","Social","sms_sent","EN-012","VAR00097","positive","{""duration_sec"": 583, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012729","C0001578","L0001578","CMP0029","2025-08-28T23:59:47","Call","reply","EN-015","VAR00024","none","{""duration_sec"": 452, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012730","C0001579","L0001579","CMP0001","2025-08-19T14:10:55","SMS","call_answered","EN-004","VAR00060","unsubscribe","{""duration_sec"": 156, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0001""}}"
"INT00012731","C0001579","L0001579","CMP0001","2025-08-22T16:47:32","Ads","email_open","EN-006","VAR00108","positive","{""duration_sec"": 732, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0001""}}"
"INT00012732","C0001579","L0001579","CMP0001","2025-08-23T03:11:25","SMS","call_answered","EN-017","VAR00094","callback_requested","{""duration_sec"": 818, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0001""}}"
"INT00012733","C0001579","L0001579","CMP0001","2025-08-26T00:01:59","SMS","site_visit","EN-004","VAR00071","none","{""duration_sec"": 115, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0001""}}"
"INT00012734","C0001579","L0001579","CMP0001","2025-08-27T12:30:47","Email","social_comment","EN-017","VAR00030","none","{""duration_sec"": 306, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0001""}}"
"INT00012735","C0001580","L0001580","CMP0005","2025-05-29T08:48:02","Call","reply","EN-007","VAR00102","callback_requested","{""duration_sec"": 680, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012736","C0001580","L0001580","CMP0005","2025-06-28T00:43:33","Email","call_made","EN-012","VAR00001","none","{""duration_sec"": 40, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012737","C0001580","L0001580","CMP0005","2025-07-08T22:01:13","Call","reply","EN-010","VAR00103","positive","{""duration_sec"": 471, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012738","C0001580","L0001580","CMP0005","2025-08-12T08:00:46","Web","sms_reply","EN-011","VAR00070","callback_requested","{""duration_sec"": 67, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012739","C0001580","L0001580","CMP0005","2025-08-26T19:55:10","SMS","sms_reply","EN-005","VAR00074","callback_requested","{""duration_sec"": 387, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012740","C0001580","L0001580","CMP0005","2025-08-27T01:37:16","Email","call_answered","EN-020","VAR00023","unsubscribe","{""duration_sec"": 881, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012741","C0001580","L0001580","CMP0005","2025-08-27T08:12:59","Social","site_visit","EN-004","VAR00032","callback_requested","{""duration_sec"": 659, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012742","C0001580","L0001580","CMP0005","2025-08-28T03:45:39","SMS","email_open","EN-002","VAR00047","unsubscribe","{""duration_sec"": 791, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012743","C0001580","L0001580","CMP0005","2025-08-28T12:00:37","Email","sms_sent","EN-013","VAR00010","none","{""duration_sec"": 592, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0005""}}"
"INT00012744","C0001581","L0001581","CMP0020","2025-07-23T17:25:43","SMS","social_comment","EN-016","VAR00092","callback_requested","{""duration_sec"": 340, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012745","C0001581","L0001581","CMP0020","2025-08-04T08:27:54","Social","call_answered","EN-006","VAR00097","negative","{""duration_sec"": 270, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012746","C0001581","L0001581","CMP0020","2025-08-22T20:55:46","Call","sms_sent","EN-009","VAR00088","callback_requested","{""duration_sec"": 826, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012747","C0001581","L0001581","CMP0020","2025-08-27T18:26:21","Email","sms_reply","EN-002","VAR00024","unsubscribe","{""duration_sec"": 20, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012748","C0001581","L0001581","CMP0020","2025-08-28T22:31:27","Ads","call_answered","EN-016","VAR00097","negative","{""duration_sec"": 834, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012749","C0001581","L0001581","CMP0020","2025-08-28T22:59:33","Social","social_comment","EN-004","VAR00102","callback_requested","{""duration_sec"": 572, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012750","C0001581","L0001581","CMP0020","2025-08-28T23:13:33","Social","social_comment","EN-001","VAR00066","unsubscribe","{""duration_sec"": 810, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012751","C0001581","L0001581","CMP0020","2025-08-28T23:26:53","Email","call_made","EN-008","VAR00013","unsubscribe","{""duration_sec"": 179, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012752","C0001581","L0001581","CMP0020","2025-08-28T23:53:04","Web","site_visit","EN-015","VAR00106","none","{""duration_sec"": 436, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012753","C0001581","L0001581","CMP0020","2025-08-28T23:58:02","Web","site_visit","EN-011","VAR00037","callback_requested","{""duration_sec"": 162, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012754","C0001581","L0001581","CMP0020","2025-08-28T23:58:11","Email","sms_reply","EN-007","VAR00077","none","{""duration_sec"": 79, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0020""}}"
"INT00012755","C0001582","L0001582","CMP0022","2025-07-25T15:52:16","Call","call_made","EN-005","VAR00058","none","{""duration_sec"": 712, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0022""}}"
"INT00012756","C0001582","L0001582","CMP0022","2025-08-07T21:44:11","Ads","sms_sent","EN-009","VAR00107","none","{""duration_sec"": 724, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0022""}}"
"INT00012757","C0001582","L0001582","CMP0022","2025-08-10T18:18:43","Web","reply","EN-007","VAR00084","callback_requested","{""duration_sec"": 858, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0022""}}"
"INT00012758","C0001582","L0001582","CMP0022","2025-08-26T05:37:48","Ads","email_open","EN-002","VAR00045","callback_requested","{""duration_sec"": 465, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0022""}}"
"INT00012759","C0001582","L0001582","CMP0022","2025-08-27T03:03:33","Email","call_answered","EN-011","VAR00025","positive","{""duration_sec"": 79, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0022""}}"
"INT00012760","C0001582","L0001582","CMP0022","2025-08-28T00:54:30","Call","reply","EN-019","VAR00075","unsubscribe","{""duration_sec"": 152, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0022""}}"
"INT00012761","C0001582","L0001582","CMP0022","2025-08-28T17:39:20","SMS","reply","EN-018","VAR00054","unsubscribe","{""duration_sec"": 246, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0022""}}"
"INT00012762","C0001583","L0001583","CMP0002","2025-08-04T16:20:19","SMS","social_comment","EN-001","VAR00043","none","{""duration_sec"": 77, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0002""}}"
"INT00012763","C0001583","L0001583","CMP0002","2025-08-10T12:41:57","Social","site_visit","EN-008","VAR00103","positive","{""duration_sec"": 158, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0002""}}"
"INT00012764","C0001583","L0001583","CMP0002","2025-08-16T11:07:09","Web","email_open","EN-003","VAR00094","unsubscribe","{""duration_sec"": 693, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0002""}}"
"INT00012765","C0001583","L0001583","CMP0002","2025-08-27T11:19:27","Email","sms_sent","EN-015","VAR00083","unsubscribe","{""duration_sec"": 668, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0002""}}"
"INT00012766","C0001583","L0001583","CMP0002","2025-08-28T23:27:49","Social","reply","EN-015","VAR00033","negative","{""duration_sec"": 831, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0002""}}"
"INT00012767","C0001584","L0001584","CMP0011","2025-06-09T02:43:47","Ads","email_click","EN-003","VAR00020","unsubscribe","{""duration_sec"": 620, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012768","C0001584","L0001584","CMP0011","2025-08-11T05:59:44","Web","call_answered","EN-001","VAR00033","unsubscribe","{""duration_sec"": 343, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012769","C0001584","L0001584","CMP0011","2025-08-23T01:55:42","Email","sms_reply","EN-010","VAR00051","unsubscribe","{""duration_sec"": 456, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012770","C0001584","L0001584","CMP0011","2025-08-23T13:37:05","Ads","email_click","EN-008","VAR00043","callback_requested","{""duration_sec"": 766, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012771","C0001584","L0001584","CMP0011","2025-08-24T06:20:54","Email","social_comment","EN-003","VAR00019","none","{""duration_sec"": 719, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012772","C0001584","L0001584","CMP0011","2025-08-28T11:31:52","Social","call_made","EN-013","VAR00021","positive","{""duration_sec"": 260, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012773","C0001584","L0001584","CMP0011","2025-08-28T15:36:43","Email","email_click","EN-004","VAR00020","negative","{""duration_sec"": 677, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012774","C0001584","L0001584","CMP0011","2025-08-28T18:27:23","Ads","reply","EN-012","VAR00021","negative","{""duration_sec"": 568, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012775","C0001584","L0001584","CMP0011","2025-08-28T23:18:51","Social","site_visit","EN-001","VAR00044","positive","{""duration_sec"": 33, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012776","C0001584","L0001584","CMP0011","2025-08-28T23:56:56","Call","email_sent","EN-008","VAR00106","unsubscribe","{""duration_sec"": 648, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012777","C0001584","L0001584","CMP0011","2025-08-28T23:58:31","SMS","reply","EN-010","VAR00079","callback_requested","{""duration_sec"": 251, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012778","C0001584","L0001584","CMP0011","2025-08-28T23:59:13","Web","call_answered","EN-008","VAR00052","negative","{""duration_sec"": 802, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012779","C0001584","L0001584","CMP0011","2025-08-28T23:59:45","Social","email_click","EN-003","VAR00024","positive","{""duration_sec"": 601, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012780","C0001584","L0001584","CMP0011","2025-08-28T23:59:56","Email","email_sent","EN-010","VAR00094","callback_requested","{""duration_sec"": 275, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0011""}}"
"INT00012781","C0001585","L0001585","CMP0029","2025-07-19T05:27:01","Social","social_comment","EN-016","VAR00105","negative","{""duration_sec"": 355, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012782","C0001585","L0001585","CMP0029","2025-07-24T21:48:56","Web","site_visit","EN-016","VAR00045","positive","{""duration_sec"": 645, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012783","C0001585","L0001585","CMP0029","2025-08-22T17:05:04","SMS","site_visit","EN-008","VAR00004","none","{""duration_sec"": 820, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012784","C0001585","L0001585","CMP0029","2025-08-25T16:14:31","Social","email_click","EN-017","VAR00003","negative","{""duration_sec"": 799, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012785","C0001585","L0001585","CMP0029","2025-08-26T18:21:21","Ads","email_click","EN-012","VAR00019","unsubscribe","{""duration_sec"": 291, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012786","C0001585","L0001585","CMP0029","2025-08-27T09:11:32","Call","site_visit","EN-001","VAR00001","unsubscribe","{""duration_sec"": 351, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012787","C0001585","L0001585","CMP0029","2025-08-27T15:28:48","SMS","email_click","EN-002","VAR00046","none","{""duration_sec"": 746, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012788","C0001585","L0001585","CMP0029","2025-08-28T08:04:59","SMS","call_made","EN-017","VAR00010","positive","{""duration_sec"": 195, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012789","C0001585","L0001585","CMP0029","2025-08-28T18:47:51","Social","sms_sent","EN-012","VAR00045","none","{""duration_sec"": 476, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012790","C0001585","L0001585","CMP0029","2025-08-28T23:49:55","Web","email_click","EN-002","VAR00044","positive","{""duration_sec"": 840, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012791","C0001585","L0001585","CMP0029","2025-08-28T23:55:00","Ads","sms_reply","EN-005","VAR00084","negative","{""duration_sec"": 464, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012792","C0001585","L0001585","CMP0029","2025-08-28T23:58:13","Call","call_made","EN-013","VAR00021","unsubscribe","{""duration_sec"": 611, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012793","C0001585","L0001585","CMP0029","2025-08-28T23:59:07","Call","social_comment","EN-003","VAR00053","unsubscribe","{""duration_sec"": 722, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012794","C0001585","L0001585","CMP0029","2025-08-28T23:59:44","Web","email_click","EN-004","VAR00039","unsubscribe","{""duration_sec"": 818, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00012795","C0001586","L0001586","CMP0029","2025-08-12T09:16:45","Email","email_sent","EN-006","VAR00028","unsubscribe","{""duration_sec"": 877, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012796","C0001586","L0001586","CMP0029","2025-08-24T17:17:56","Web","email_click","EN-014","VAR00092","unsubscribe","{""duration_sec"": 313, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012797","C0001586","L0001586","CMP0029","2025-08-27T04:43:17","Email","reply","EN-009","VAR00046","callback_requested","{""duration_sec"": 601, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012798","C0001586","L0001586","CMP0029","2025-08-28T09:46:16","Ads","email_click","EN-014","VAR00083","callback_requested","{""duration_sec"": 243, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012799","C0001586","L0001586","CMP0029","2025-08-28T13:43:52","Email","site_visit","EN-001","VAR00065","positive","{""duration_sec"": 608, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012800","C0001586","L0001586","CMP0029","2025-08-28T15:10:21","Ads","call_made","EN-018","VAR00047","negative","{""duration_sec"": 363, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012801","C0001586","L0001586","CMP0029","2025-08-28T18:38:39","Ads","sms_reply","EN-007","VAR00069","none","{""duration_sec"": 116, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012802","C0001586","L0001586","CMP0029","2025-08-28T22:28:01","Call","sms_reply","EN-001","VAR00005","positive","{""duration_sec"": 825, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012803","C0001586","L0001586","CMP0029","2025-08-28T23:45:15","Social","site_visit","EN-011","VAR00017","positive","{""duration_sec"": 690, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0029""}}"
"INT00012804","C0001587","L0001587","CMP0021","2025-07-12T12:29:31","Web","sms_sent","EN-002","VAR00035","positive","{""duration_sec"": 423, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012805","C0001587","L0001587","CMP0021","2025-07-24T03:03:18","Social","email_open","EN-015","VAR00039","positive","{""duration_sec"": 351, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012806","C0001587","L0001587","CMP0021","2025-07-31T03:22:48","Email","call_answered","EN-003","VAR00091","unsubscribe","{""duration_sec"": 154, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012807","C0001587","L0001587","CMP0021","2025-08-04T09:12:18","Ads","social_comment","EN-001","VAR00029","negative","{""duration_sec"": 410, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012808","C0001587","L0001587","CMP0021","2025-08-09T18:23:41","Web","email_sent","EN-008","VAR00106","positive","{""duration_sec"": 306, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012809","C0001587","L0001587","CMP0021","2025-08-10T21:50:02","Email","sms_sent","EN-008","VAR00065","positive","{""duration_sec"": 434, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012810","C0001587","L0001587","CMP0021","2025-08-13T13:28:48","SMS","reply","EN-011","VAR00059","unsubscribe","{""duration_sec"": 543, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012811","C0001587","L0001587","CMP0021","2025-08-23T00:47:26","Social","call_answered","EN-012","VAR00035","unsubscribe","{""duration_sec"": 893, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012812","C0001587","L0001587","CMP0021","2025-08-27T08:38:21","SMS","call_made","EN-006","VAR00010","none","{""duration_sec"": 233, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012813","C0001587","L0001587","CMP0021","2025-08-28T21:21:18","Email","reply","EN-020","VAR00079","positive","{""duration_sec"": 284, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
"INT00012814","C0001587","L0001587","CMP0021","2025-08-28T22:17:47","Social","site_visit","EN-011","VAR00104","positive","{""duration_sec"": 662, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0021""}}"
